ts_code,trade_date,pre_close,open,high,low,close,change,pct_chg,vol,amount,adj_factor,open_qfq,high_qfq,low_qfq,close_qfq,pre_close_qfq
511090.SH,20230613,100.597,100.4,101.05,100.35,100.98,0.383,0.3807,14663.66,147576.79,1.0,100.4,101.05,100.35,100.98,100.597
511090.SH,20230614,100.98,101.342,101.55,101.189,101.299,0.319,0.3159,2621.3,26557.238,1.0,101.342,101.55,101.189,101.299,100.98
511090.SH,20230615,101.299,101.125,101.205,100.3,100.809,-0.49,-0.4837,4665.1,47081.437,1.0,101.125,101.205,100.3,100.809,101.299
511090.SH,20230616,100.809,100.309,100.65,100.16,100.289,-0.52,-0.5158,5258.3,52791.565,1.0,100.309,100.65,100.16,100.289,100.809
511090.SH,20230619,100.289,100.226,100.448,100.226,100.3,0.011,0.011,1076.6,10803.103,1.0,100.226,100.448,100.226,100.3,100.289
511090.SH,20230620,100.3,100.294,100.38,100.254,100.3,0.0,0.0,200.8,2014.565,1.0,100.294,100.38,100.254,100.3,100.3
511090.SH,20230621,100.3,100.35,100.649,100.305,100.631,0.331,0.33,1988.2,19983.058,1.0,100.35,100.649,100.305,100.631,100.3
511090.SH,20230626,100.631,100.64,100.731,100.606,100.731,0.1,0.0994,856.5,8623.225,1.0,100.64,100.731,100.606,100.731,100.631
511090.SH,20230627,100.731,100.732,100.828,100.62,100.699,-0.032,-0.0318,1530.5,15406.827,1.0,100.732,100.828,100.62,100.699,100.731
511090.SH,20230628,100.699,100.794,100.795,100.66,100.727,0.028,0.0278,705.0,7101.812,1.0,100.794,100.795,100.66,100.727,100.699
511090.SH,20230629,100.727,100.73,100.82,100.718,100.82,0.093,0.0923,533.0,5371.364,1.0,100.73,100.82,100.718,100.82,100.727
511090.SH,20230630,100.82,100.95,101.184,100.95,101.174,0.354,0.3511,2872.8,29040.895,1.0,100.95,101.184,100.95,101.174,100.82
511090.SH,20230703,101.174,101.177,101.274,101.115,101.155,-0.019,-0.0188,1503.2,15207.487,1.0,101.177,101.274,101.115,101.155,101.174
511090.SH,20230704,101.155,101.13,101.237,101.055,101.138,-0.017,-0.0168,2038.5,20621.979,1.0,101.13,101.237,101.055,101.138,101.155
511090.SH,20230705,101.138,101.141,101.229,101.07,101.227,0.089,0.088,1479.6,14960.517,1.0,101.141,101.229,101.07,101.227,101.138
511090.SH,20230706,101.227,101.24,101.327,101.152,101.222,-0.005,-0.0049,1869.3,18918.741,1.0,101.24,101.327,101.152,101.222,101.227
511090.SH,20230707,101.222,101.123,101.3,101.123,101.236,0.014,0.0138,2008.8,20332.863,1.0,101.123,101.3,101.123,101.236,101.222
511090.SH,20230710,101.236,101.236,101.299,101.135,101.279,0.043,0.0425,1943.3,19664.429,1.0,101.236,101.299,101.135,101.279,101.236
511090.SH,20230711,101.279,101.315,101.379,101.315,101.369,0.09,0.0889,2064.3,20920.897,1.0,101.315,101.379,101.315,101.369,101.279
511090.SH,20230712,101.369,101.409,101.45,101.351,101.422,0.053,0.0523,1871.0,18967.033,1.0,101.409,101.45,101.351,101.422,101.369
511090.SH,20230713,101.422,101.422,101.44,101.37,101.429,0.007,0.0069,2036.5,20652.313,1.0,101.422,101.44,101.37,101.429,101.422
511090.SH,20230714,101.429,101.39,101.4,101.297,101.358,-0.071,-0.07,1787.1,18110.559,1.0,101.39,101.4,101.297,101.358,101.429
511090.SH,20230717,101.358,101.306,101.483,101.306,101.44,0.082,0.0809,978.7,9923.281,1.0,101.306,101.483,101.306,101.44,101.358
511090.SH,20230718,101.44,101.49,101.62,101.49,101.613,0.173,0.1705,2083.1,21156.483,1.0,101.49,101.62,101.49,101.613,101.44
511090.SH,20230719,101.613,101.673,101.86,101.613,101.672,0.059,0.0581,2361.5,24018.834,1.0,101.673,101.86,101.613,101.672,101.613
511090.SH,20230720,101.672,101.67,101.772,101.59,101.766,0.094,0.0925,2207.9,22443.6,1.0,101.67,101.772,101.59,101.766,101.672
