date,name,ret_3,vol_3,slope_3,r2_3,mdd_3,sxr_3,sharp_3,ret_5,vol_5,slope_5,r2_5,mdd_5,sxr_5,sharp_5,ret_10,vol_10,slope_10,r2_10,mdd_10,sxr_10,sharp_10,ret_20,vol_20,slope_20,r2_20,mdd_20,sxr_20,sharp_20,ret_23,vol_23,slope_23,r2_23,mdd_23,sxr_23,sharp_23,ret_30,vol_30,slope_30,r2_30,mdd_30,sxr_30,sharp_30,ret_60,vol_60,slope_60,r2_60,mdd_60,sxr_60,sharp_60,ret_120,vol_120,slope_120,r2_120,mdd_120,sxr_120,sharp_120,target,rank_ret_3,rank_vol_3,rank_slope_3,rank_r2_3,rank_mdd_3,rank_sxr_3,rank_sharp_3,rank_ret_5,rank_vol_5,rank_slope_5,rank_r2_5,rank_mdd_5,rank_sxr_5,rank_sharp_5,rank_ret_10,rank_vol_10,rank_slope_10,rank_r2_10,rank_mdd_10,rank_sxr_10,rank_sharp_10,rank_ret_20,rank_vol_20,rank_slope_20,rank_r2_20,rank_mdd_20,rank_sxr_20,rank_sharp_20,rank_ret_23,rank_vol_23,rank_slope_23,rank_r2_23,rank_mdd_23,rank_sxr_23,rank_sharp_23,rank_ret_30,rank_vol_30,rank_slope_30,rank_r2_30,rank_mdd_30,rank_sxr_30,rank_sharp_30,rank_ret_60,rank_vol_60,rank_slope_60,rank_r2_60,rank_mdd_60,rank_sxr_60,rank_sharp_60,rank_ret_120,rank_vol_120,rank_slope_120,rank_r2_120,rank_mdd_120,rank_sxr_120,rank_sharp_120,market_max_slope,market_max_ret
2015-04-21,黄金ETF,0.005448449287510426,0.1346746074329335,0.0008350730688935206,0.029126213592232997,-0.007447248655357797,2.4322516569714184e-05,0.005772077655580532,0.010530749789384952,0.11107342498900438,0.0039273648648648464,0.6704651162790704,-0.007447248655357797,0.0026331611407919447,0.03243787697607069,-0.0033236393851266977,0.10532936819145947,0.0004228329809725211,0.04315200440326905,-0.016611295681063138,1.824609065677361e-05,0.003666307963038276,0.010530749789384952,0.10429507042181434,0.00016943323478650236,0.027427710843949127,-0.016625103906899433,4.64716577107913e-06,0.0014824194443487071,0.024775736864587783,0.10562244477408828,0.00044535401671687367,0.1886303100373956,-0.016625103906899433,8.400726624970335e-05,0.003851795536645497,0.004185851820845743,0.10410505534892181,0.0005355988636022003,0.3735967978670732,-0.016625103906899433,0.00020009802038302533,0.004693910028476763,-0.06544604596805614,0.13070241397150636,-0.001664448511962359,0.7589747038007546,-0.10648854961832058,-0.0012632743163582382,-0.011829566138782993,-0.020016339869280975,0.15592573603601162,0.00025061158064675456,0.06644807750248538,-0.10648854961832058,1.665265773383591e-05,0.0015103840225989004,0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,1.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.5,1.0,1.0,0.00044535401671687367,0.024775736864587783
2015-04-21,现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.5,0.5,0.00044535401671687367,0.024775736864587783
2015-04-22,黄金ETF,0.006680584551148172,0.1373470381210085,-0.0012412081092262875,0.10714285714283767,-0.007447248655357797,-0.00013298658313136376,-0.008423705865108379,0.018158783783783772,0.10386786010667172,0.0022632020117351326,0.4709302325581398,-0.007447248655357797,0.001065810249712476,0.019875687569916207,0.001245847176079673,0.10868084877849034,0.0013595070198843793,0.41458270868911506,-0.010860484544695173,0.0005636281027855326,0.011455150800461547,0.011749895090222395,0.1048820033117161,0.00025104761062673403,0.05508047139001393,-0.016625103906899433,1.382782073465718e-05,0.0021852649099924886,0.020313161235717248,0.10261965983014466,0.0004424392422619311,0.18619261448275737,-0.016625103906899433,8.237891926651903e-05,0.003928614621365642,0.018158783783783772,0.10144151984914469,0.00057941589806412,0.4091700682038669,-0.016625103906899433,0.0002370796425293008,0.005199282088475277,-0.06186770428015553,0.13122094659496555,-0.0015832324076450412,0.734618175852242,-0.10648854961832058,-0.0011630713032543534,-0.011211030982435593,-0.008227067050596504,0.15577962094423478,0.0002516598789808602,0.06679096369296023,-0.10648854961832058,1.68086058399854e-05,0.001518038692255871,0,1.0,1.0,0.5,1.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,1.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.5,1.0,1.0,0.0004424392422619311,0.020313161235717248
2015-04-22,现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.5,0.5,0.0004424392422619311,0.020313161235717248
2015-04-23,黄金ETF,-0.01117087298303665,0.12030531909395284,-0.0018757815756564873,0.18243243243243246,-0.008710078805474869,-0.0003422033955589538,-0.014395280167373748,0.0016764459346185756,0.1265749343897854,-0.0006680584551148173,0.050473186119875835,-0.011170872983036696,-3.371903874396689e-05,-0.0048915158414660175,0.002096436058700357,0.1066416732075795,0.0011541590400650826,0.3044423568892326,-0.011170872983036696,0.000351374898382428,0.00989491155541898,0.0037799244015122024,0.10991967582031954,0.00017389563759648903,0.027629818209642498,-0.016625103906899433,4.804704854240866e-06,0.001450100964724453,0.015293118096856517,0.10640551455417052,0.0002730502712188374,0.09145142068299783,-0.016625103906899433,2.4970835220840555e-05,0.00234568157930156,0.008864499788940439,0.10498708103727822,0.0005603940672322817,0.3888441350799936,-0.016625103906899433,0.00021790594637689635,0.004873539376572268,-0.08778625954198471,0.12498787049619363,-0.0015292969561198438,0.7133606293010146,-0.1027213491759294,-0.001090940239005778,-0.01132914350377108,-0.015245158632056,0.1562712276611089,0.000248596548445968,0.06484444306434756,-0.10648854961832058,1.612010473169789e-05,0.00149512667911885,0,0.5,1.0,0.5,1.0,0.5,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,1.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.5,1.0,1.0,0.0002730502712188374,0.015293118096856517
2015-04-23,现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.5,1.0,0.5,1.0,1.0,1.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.5,0.5,0.0002730502712188374,0.015293118096856517
2015-04-24,黄金ETF,0.0,0.12040876143319092,-0.0024885939444214116,0.32432432432431435,-0.008710078805474869,-0.0008071115495420547,-0.019083027222034706,0.001670146137787043,0.1265642224538002,-0.0018618121638394494,0.43945312499999,-0.011170872983036696,-0.0008181791735622394,-0.013633235194300632,0.006291946308724983,0.10798929998136092,0.0010961747803853073,0.28124770300899915,-0.011170872983036696,0.00030829663907976177,0.009290459224340452,-0.002079866888519133,0.10508483269820622,0.0002978143613397603,0.08313516231929641,-0.016625103906899433,2.4758845270998563e-05,0.0025877811554954125,0.010530749789384952,0.10353954911538253,0.00023262602857194992,0.06999050843477239,-0.016625103906899433,1.6281614014912664e-05,0.0020488546095558994,0.011382799325463822,0.10543276143801701,0.0005745161714702541,0.4000963358524863,-0.016625103906899433,0.00022986181509324736,0.0049770633944224525,-0.07338740826573964,0.1235599839404422,-0.0014559408044236808,0.6880513438746342,-0.1027213491759294,-0.0010017620270856295,-0.01090102560264549,-0.009496284062758154,0.15634294365204013,0.00024518051260424107,0.06335793892600317,-0.10648854961832058,1.5534131943425655e-05,0.0014739459770359428,0,0.75,1.0,0.5,1.0,0.5,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,1.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.5,1.0,1.0,0.00023262602857194992,0.010530749789384952
2015-04-24,现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.75,0.5,1.0,0.5,1.0,1.0,1.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.5,0.5,0.00023262602857194992,0.010530749789384952
2015-04-27,黄金ETF,-0.014516798009124865,0.11856700355870985,-0.002928870292887075,0.3647642679900889,-0.00958732805335562,-0.001068347228422871,-0.02278088632243508,-0.01696317749275955,0.11358934682321609,-0.0024176740308461844,0.4991097922848776,-0.014516798009124903,-0.0012066847833481819,-0.019562155582102548,-0.007518796992481258,0.11709478031526563,0.0007275790763575063,0.10764765520943087,-0.01696317749275959,7.832218154932901e-05,0.005724696754286101,-0.012468827930174675,0.11026215543067099,0.0003048587856195109,0.08561723338905136,-0.01696317749275959,2.6101165799088437e-05,0.002534951951657449,-0.002937473772555599,0.10800650174432562,0.00012284339293451297,0.01880226547384689,-0.01696317749275959,2.3097340856628003e-06,0.0010409883448682094,0.007206443408223739,0.10806179016176654,0.00047651935643179126,0.2950767011490164,-0.01696317749275959,0.0001406097597295453,0.004036186100336709,-0.088607594936709,0.12352564416312035,-0.0013907870792864287,0.6699752752050965,-0.1027213491759294,-0.0009317929561966174,-0.0104158799457832,-0.021416803953871466,0.15690948148089287,0.0002427680877950042,0.06036325363967676,-0.10648854961832058,1.4654271659189155e-05,0.0014544894971877035,0,0.5,1.0,0.5,1.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,1.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.5,1.0,1.0,0.00012284339293451297,-0.002937473772555599
2015-04-27,现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.5,0.5,0.00012284339293451297,-0.002937473772555599
2015-04-28,黄金ETF,0.0033472803347280866,0.1538648843980104,-0.0002084201750729423,0.0014792899408283544,-0.00958732805335562,-3.0831386845108807e-07,-0.0012719026156129448,-0.00041684035014588616,0.13579499415539123,-0.001659062629614261,0.2399520095980805,-0.014516798009124903,-0.0003980954120250178,-0.011379421078380775,0.010109519797809607,0.11835898003843727,0.0003864660114660045,0.03516409964575218,-0.01696317749275959,1.3589729336886986e-05,0.0030108217699320824,0.007563025210084229,0.10863068496781703,0.00028886671454629803,0.07691670398713568,-0.01696317749275959,2.2218675574494028e-05,0.0024350084012805277,0.007139857202856037,0.11230785340127343,0.0001052264670871359,0.014246882190176446,-0.01696317749275959,1.4991490798789045e-06,0.0008603410505611924,0.010109519797809607,0.10979696360507639,0.0004856022288453576,0.30078558174107706,-0.01696317749275959,0.00014606214889801452,0.004053543714565235,-0.08087389804522804,0.12540752298575908,-0.0013168006949271665,0.6418041726601996,-0.09892224788298679,-0.000845128180566106,-0.009724723308509643,0.0008347245409014992,0.1563264924372708,0.00024012475914866953,0.05676769290400152,-0.10648854961832058,1.3631328585999002e-05,0.0014436952023095862,0,1.0,1.0,0.5,1.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,1.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0001052264670871359,0.007139857202856037
2015-04-28,现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,1.0,0.5,1.0,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.0001052264670871359,0.007139857202856037
2015-04-29,黄金ETF,0.005002084201750634,0.15810618230169834,0.007365319865319849,0.978434504792331,0.0,0.007206483095061345,0.04381349790040077,0.0,0.13680691346639745,0.001715481171548095,0.25209958008397715,-0.00958732805335562,0.00043247208298924394,0.011685288730906738,0.018158783783783772,0.11839293160403115,5.080139195813817e-05,0.0008648125086400116,-0.01696317749275959,4.393367922172198e-08,0.000395671251707311,0.01901944209636519,0.1073643533253113,0.00024417856112233686,0.05982466499600436,-0.01696317749275959,1.4607900618350177e-05,0.002080517245688059,0.002911813643926786,0.10910668334163162,0.0002538121100411041,0.07918779452525393,-0.01696317749275959,2.0098821217956094e-05,0.002130964467485836,0.02247667514843088,0.10861604224237001,0.00047915026378448033,0.2942092526548086,-0.01696317749275959,0.00014097044101738635,0.004039506416892794,-0.0687524140594824,0.1254709850091309,-0.0012281338948613085,0.6055203628052788,-0.09892224788298679,-0.0007436600815898796,-0.009065660036195432,0.026394210302256305,0.15384564006638624,0.0002294281552121347,0.05080739318027949,-0.10648854961832058,1.1656646488489117e-05,0.0014002701269266366,1,1.0,1.0,1.0,1.0,0.75,1.0,1.0,0.75,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,1.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0002538121100411041,0.002911813643926786
2015-04-29,现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.5,0.5,0.5,0.5,0.75,0.5,0.5,0.75,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,1.0,0.5,1.0,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.0002538121100411041,0.002911813643926786
2015-04-30,黄金ETF,0.01388888888888884,0.0808369367200462,0.0022935779816513056,0.6173469387754766,-0.0008295313148072268,0.0014159333458152697,0.025249398146482752,0.00794979079497904,0.11475157793421945,0.002292621925802397,0.3912312467666794,-0.00958732805335562,0.0008969453343962973,0.018377498415381,0.009639564124056976,0.11437443729884317,-4.3018915670274285e-05,0.0006652165406312305,-0.01696317749275959,-2.861689426388649e-08,-0.0003458822938584215,0.016026992830029396,0.10745475758981239,0.00019071458370582356,0.040658697651091535,-0.01696317749275959,7.754206596548868e-06,0.0016237280431998906,0.0012468827930172122,0.10912616661573828,0.0004048061912512041,0.1933239704030587,-0.01696317749275959,7.825874013642271e-05,0.0033981299218413985,0.029047415634344098,0.10609090133677408,0.0003997482508660317,0.25686503009514594,-0.01696317749275959,0.00010268134648918518,0.0034434072460716053,-0.0727482678983834,0.12510182444333898,-0.0011413228368292712,0.5689702163510448,-0.09544049459041726,-0.0006493787013971387,-0.008447871385392994,0.03880983182406195,0.15267182921508252,0.00020991910659694875,0.042954624797900576,-0.10648854961832058,9.01699646178243e-06,0.0012904453562109792,1,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,1.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0004048061912512041,0.0012468827930172122
2015-04-30,现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,1.0,0.5,1.0,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.0004048061912512041,0.0012468827930172122
2015-05-04,黄金ETF,-0.005421184320267058,0.12281767537262922,-0.00539195354624644,0.8073248407643371,-0.010783907092492844,-0.00435305803813211,-0.04059665651517345,-0.005835764902042628,0.13758868609117442,0.0012205387205386888,0.09153243360906071,-0.010783907092492844,0.00011171887940499544,0.008269866429901601,-0.0041753653444677186,0.12526076014734813,-0.0005441255751557857,0.09409425611206579,-0.01696317749275959,-5.1199091225833605e-05,-0.004022789570035206,-0.005006257822277815,0.10691681270367666,0.00014459224985541013,0.022684177078955314,-0.01696317749275959,3.2799561999646744e-06,0.0012367104996428215,0.0021008403361344463,0.10819413784811827,0.00031448484625742055,0.11764687574695065,-0.01696317749275959,3.6998159631945636e-05,0.0026607482569189654,0.009310198899703748,0.1075654024755431,0.0003118730053122353,0.1702891145339196,-0.01696317749275959,5.310857792165295e-05,0.0026527617712797237,-0.07736943907156679,0.12614956189061013,-0.0010860827894102068,0.5430740851679388,-0.09544049459041726,-0.0005898234172755912,-0.007977130255349804,0.02979274611398952,0.15338621703316865,0.0001885996949123028,0.03377489560126301,-0.10648854961832058,6.369935006093081e-06,0.0011543182670911316,1,0.5,1.0,0.5,1.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,1.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,1.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.00031448484625742055,0.0021008403361344463
2015-05-04,现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.5,0.5,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,1.0,0.5,1.0,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.00031448484625742055,0.0021008403361344463
2015-05-05,黄金ETF,-0.012442969722107122,0.08010507392091355,-0.0058115400581154044,0.8546511627906919,-0.011623080116230812,-0.004966839468273016,-0.0644973674092568,0.002104377104377164,0.1168962307085766,-0.002502085070892458,0.48596112311015394,-0.012442969722107112,-0.001215916071168048,-0.019717568102070884,-0.014894497310715793,0.11330744677161955,-0.00048252428410828824,0.07769237813513608,-0.014516798009124903,-3.748845914032696e-05,-0.0039131804018453335,-0.00459866220735794,0.10683247597965946,4.841767901265152e-05,0.0024579757758672605,-0.01696317749275959,1.1900948213681409e-07,0.0004144196945811629,0.006339814032121582,0.10640536204788369,0.00013086321376714276,0.023253203223317254,-0.01696317749275959,3.042988904183779e-06,0.0011242026266222325,0.011469838572642166,0.10702859206149436,0.00017945615881354547,0.06952872157898682,-0.01696317749275959,1.2477357301781445e-05,0.0015334385866938196,-0.06333595594020458,0.12204643508971437,-0.001020746288766731,0.5205687051110719,-0.09544049459041726,-0.0005313685737902294,-0.007730207090204444,0.047975352112676006,0.15080560201828394,0.00015482089979600535,0.02316614391679228,-0.10648854961832058,3.5866032460015367e-06,0.0009627829991793561,1,0.5,1.0,0.5,1.0,0.5,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,1.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.00013086321376714276,0.006339814032121582
2015-05-05,现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,1.0,0.5,1.0,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.00013086321376714276,0.006339814032121582
